GSM4233218_WT_806_6M_FC.txt	GSM4233219_WT_807_6M_FC.txt	GSM4233220_WT_817_6M_FC.txt	GSM4233221_WT_819_6M_FC.txt	GSM4233222_TG_967_6M_FC.txt	GSM4233223_TG_968_6M_FC.txt	GSM4233224_TG_970_6M_FC.txt	GSM4233225_WT_178_11M_FC.txt	GSM4233226_WT_772_11M_FC.txt	GSM4233227_WT_774_11M_FC.txt	GSM4233228_TG_180_11M_FC.txt	GSM4233229_TG_183_11M_FC.txt	GSM4233230_TG_795_11M_FC.txt
0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
34.00	23.00	49.00	28.00	27.00	30.00	43.00	45.00	28.00	42.00	23.00	22.00	34.00
1.00	0.00	1.00	0.00	6.00	1.00	3.00	2.00	3.00	2.00	0.00	0.00	2.00
275.00	308.00	296.00	274.00	348.00	216.00	274.00	286.00	236.00	237.00	293.00	286.00	324.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	8.00	15.00	8.00	9.00	1.00	8.00	8.00	9.00	4.00	5.00	4.00	0.50
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.83	1.01	4.01	4.05	3.02	0.00	4.03	2.00	3.03	4.03	2.00	1.01	5.03
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
134.00	161.00	120.00	151.00	195.00	136.00	171.00	176.00	158.00	213.00	176.00	209.00	170.00
0.00	0.00	1.00	0.00	4.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00
6.00	6.00	13.00	4.00	4.00	6.00	8.00	13.00	2.00	2.00	3.00	6.00	6.00
0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	3.00	1.00	0.00
5.00	2.00	18.00	2.00	3.00	1.00	3.00	2.00	6.00	7.00	4.00	4.00	8.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
54.00	48.00	61.00	43.00	55.00	37.00	36.00	81.00	115.00	90.00	70.00	63.00	63.00
1109.00	1095.00	1206.00	1119.00	1173.00	1045.00	1262.00	1168.00	869.00	922.00	980.00	864.00	1003.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	1.00
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	1.00	0.00	0.00
24.00	28.00	12.00	30.00	26.00	12.00	25.00	19.00	37.00	14.00	32.00	25.00	34.00
0.00	1.00	0.00	1.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.04	1.01	1.01	1.02	3.09	1.02	3.07	1.02	1.01	0.00	3.06	0.00	3.04
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	4.00	7.00	7.00	9.00	5.00	12.00	3.00	6.00	1.00	7.00	2.00	6.00
0.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	1.00	5.00	1.00	4.00
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.50
151.00	248.00	222.00	203.00	145.00	193.00	202.00	238.00	233.00	195.00	162.00	171.00	174.00
0.00	1.00	1.00	0.00	0.00	1.00	0.00	2.00	0.00	0.00	1.00	1.00	0.00
74.00	112.00	114.00	110.00	91.00	118.00	162.00	186.00	153.00	102.00	138.00	117.00	189.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
412.26	357.37	752.55	628.00	575.47	596.58	519.25	536.96	438.59	477.51	523.78	458.05	501.35
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.57	0.00	0.00
4.00	7.00	2.00	5.00	3.00	5.00	7.00	2.00	14.00	17.00	4.00	10.00	9.00
16.00	14.00	13.00	7.00	10.00	13.00	18.00	29.00	25.00	8.00	13.00	10.00	15.00
28.90	11.91	27.36	30.72	17.04	21.59	34.55	24.20	29.26	26.01	19.74	15.42	36.81
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	18.00	14.00	9.00	7.00	11.00	12.00	17.00	9.00	6.00	11.00	10.00	13.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	5.00	9.00	0.00	1.00	4.00	1.00	1.00	4.00	1.00	5.00	6.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	7.00	5.00	11.00	2.00	2.00	2.00	5.00	4.00	2.00	4.00	7.00	1.00
0.00	0.00	0.00	1.00	4.00	0.00	1.00	1.00	0.00	1.00	0.00	2.00	0.00
0.42	0.00	5.03	3.19	6.26	5.04	5.78	0.76	2.23	2.24	4.63	9.20	3.61
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.00	0.00	1.00	4.00	0.92	1.01	3.05	2.00	2.01	1.00	2.98	4.03	3.02
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1803.50	1638.86	2289.12	1567.36	1466.58	1690.59	1900.44	2050.06	2387.05	1489.93	1857.54	1654.37	1765.27
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	48.16	9.76	10.03	0.00	20.77	5.60	0.00	0.00	0.00	8.31	3.23
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	0.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	3.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
54.04	21.54	53.09	14.91	25.76	22.05	10.38	54.77	71.58	62.83	46.45	22.56	44.51
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	4.00	1.00	4.00	1.00	2.00	0.00	4.00	1.00	2.00	2.00	1.00	0.00
4.03	1.01	0.00	3.08	2.07	1.01	0.00	0.00	1.04	0.00	0.00	0.00	3.04
6.00	5.00	5.00	5.00	9.00	15.00	13.00	8.00	3.00	5.00	10.00	5.00	11.00
0.00	3.00	2.00	1.00	2.00	4.00	1.00	1.00	0.00	2.00	1.00	0.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.00	2.00	1.00	1.00	0.00	4.00	0.00	4.00	1.00	6.00	1.00	2.00	0.00
519.00	494.00	608.00	446.00	455.00	488.00	517.00	645.00	700.00	551.00	520.00	430.00	616.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	1.00	1.00	0.00	0.00	1.00	1.00	0.00	2.00	6.00	1.00	2.00
0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	3.00	3.00	1.00	2.00	1.00	0.00	0.00	0.00	4.00	3.00	1.00	2.00
3.00	7.00	4.00	4.00	5.00	2.00	1.00	5.00	3.00	4.00	7.00	10.00	5.00
1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
0.00	1.00	4.00	0.00	1.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.00	0.00	0.00	1.00	1.00	0.00	1.00	0.00	2.00	1.00	1.00	0.00	0.00
2.00	3.00	0.00	1.00	2.00	1.00	0.00	5.00	5.00	13.00	8.00	2.00	3.00
22.00	16.00	22.00	19.00	18.00	20.00	27.00	7.00	16.00	11.00	20.00	12.00	16.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	1.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
24.00	13.00	15.00	22.00	22.00	12.00	12.00	17.00	12.00	6.00	12.00	11.00	11.00
1.00	3.00	1.00	2.00	4.00	3.00	2.00	2.00	3.00	0.00	5.00	6.00	3.00
106.00	111.00	118.00	116.00	111.00	104.00	113.00	139.00	116.00	63.00	99.00	117.00	123.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.00	2.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	3.00	0.00	0.00	2.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
1.18	4.51	1.26	0.00	0.00	7.53	0.00	0.00	0.00	1.89	0.00	0.00	0.00
20.00	19.00	11.00	16.00	13.00	8.00	9.00	21.00	22.00	15.00	14.00	19.00	25.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	2.00	1.00	2.00	6.00	2.00	0.00	3.00	2.00	2.00	1.00
2.00	5.00	2.00	3.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	3.00	4.00
1.00	0.00	2.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00	1.00
0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
1.00	1.00	3.00	1.00	0.00	2.00	0.00	3.00	1.00	1.00	3.00	2.00	0.00
2.00	1.00	4.00	1.00	3.00	0.00	1.00	2.00	3.00	2.00	8.00	3.00	3.00
0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00
24.00	20.00	13.00	11.00	13.00	14.00	13.00	14.00	12.00	2.00	27.00	19.00	15.00
7.61	6.49	14.14	12.83	15.18	6.61	13.28	12.85	2.23	1.09	7.89	12.26	5.48
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	4.00	1.00	3.00	1.00	2.00	2.00	1.00	7.00	5.00	4.00	4.00	1.17
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
193.00	173.00	154.00	159.00	188.00	175.00	187.00	234.00	242.00	207.00	204.00	194.00	197.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.44	20.18	25.43	15.82	30.75	23.22	68.19	15.46	14.24	17.32	17.22	13.51	13.44
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.38	0.00	2.18	0.00	0.00	1.33	1.89	2.60	3.48	6.90	0.00	0.00	2.94
3.00	4.01	3.01	1.01	3.00	1.00	1.00	4.04	2.03	2.01	3.01	0.00	4.00
0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.00	1.00	0.00	2.00	1.00	2.00	6.00	1.00	2.00	1.00	3.00	2.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	1.00	0.00	0.00
13.00	17.00	7.00	6.00	6.00	10.00	12.00	12.00	13.00	10.00	10.00	12.00	18.00
35.00	41.00	38.00	36.00	50.00	24.00	32.00	25.00	25.00	38.00	21.00	25.00	42.00
0.00	0.00	3.00	2.00	0.00	1.00	0.00	0.00	4.00	0.00	1.00	6.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00	2.00	1.00	0.00
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	1.00	0.00	0.00	2.00	2.00	6.00	0.00	1.00	2.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00
0.00	2.00	3.00	0.00	1.00	4.00	0.00	2.00	1.00	2.00	1.00	3.00	1.00
2.00	4.00	11.00	0.00	5.00	4.00	1.00	3.00	7.00	9.00	10.00	2.00	9.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	6.23	6.08	4.00	5.20	2.03	10.00	10.13	8.46	5.17	8.00	3.09	2.13
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.65	1.78	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.00	0.00	7.00	0.00	0.00	2.00	1.00	2.00	5.00	2.00	2.00	0.00	0.00
0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00
0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	3.00	0.00	1.00
12.00	2.00	6.00	5.00	5.00	5.00	8.00	10.00	8.00	10.00	10.00	11.00	6.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.00	2.00	1.00	0.00	0.00	1.00	1.00	6.00	3.00	0.00	0.00	5.00	5.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
1.00	3.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	1.00	1.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	2.86	0.11	7.57	0.00	0.00	0.00	10.75	0.00	0.00	0.00	0.00	0.00
1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	5.00	5.00	5.00	4.00	2.00	7.00	3.00	2.00	6.00	3.00	5.00	2.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
1.00	6.00	1.00	5.00	3.00	4.00	14.00	5.00	8.00	6.00	7.00	1.00	6.00
0.00	0.00	0.00	2.00	0.00	0.00	1.31	0.00	0.00	0.00	0.00	1.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	1.00	0.00	0.00
69.00	128.00	89.00	109.00	118.00	62.00	76.00	112.00	110.00	87.00	92.00	85.00	104.00
15.55	14.41	16.97	15.11	19.00	20.24	16.39	26.30	20.11	29.00	11.57	23.00	20.49
25.18	22.00	20.00	29.51	36.00	24.13	25.14	29.17	32.15	32.00	28.13	23.08	33.00
8.00	9.00	15.00	6.00	11.00	7.00	8.00	18.00	6.00	9.00	10.00	8.00	10.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	3.63	2.72	0.00	0.00	0.00	0.00	0.00	0.00	2.16	1.27	0.00	1.14
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
871.00	1020.00	878.00	936.72	1137.66	931.00	1086.00	972.00	1135.00	853.41	1021.98	1091.00	1169.00
0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	1.00	1.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
0.00	0.00	1.00	1.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.02	8.90	3.31	7.08	3.59	3.44	1.73	14.15	4.87	2.75	8.87	0.00	10.15
1.00	2.00	7.00	0.00	0.00	4.00	2.00	0.00	0.00	0.00	1.00	3.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	10.00	16.00	10.00	11.00	11.00	4.00	11.00	9.00	18.00	16.00	7.00	15.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
